question,topic,crop,agro_zone,document_id,reference_answer,QuestionId
Do the current vaccine strains protect against all heartwater strains?,crop_diseases,general,semi_arid,doc_dis_198,"No, the three avirulent strains (Gardel, Welgevonden, Senegal) offer limited protection and do not cover all genetic variants.",588
How many organizations are involved in providing agricultural extension services in Malawi?,climate_adaptation,general,sub_humid,doc_cli_173,There are more than 120 organizations and programs working on agriculture that include extension service provision as one of their main activities.,589
How can I use the ILA mixing board to plan and improve my farm's land use?,general,general,sub_humid,doc_gen_243,"The ILA mixing board lets you break down landscape challenges into selectable, scalable attributes, helping you plan, diagnose, and compare different approaches for your land use.",590
Does sharing cassava cuttings with family or neighbors spread cassava mosaic disease?,crop_diseases,cassava,sub_humid,doc_dis_201,"Yes, local seed exchange in kinship networks can spread seedborne pathogens like ACMV, the main cause of CMD.",591
How can I prevent a Desert Locust invasion in my fields?,pests,general,semi_arid,doc_pes_022,"Locate and eliminate primary outbreak populations at gregarization sites early, before swarms form; monitor early swarms or hopper bands reported from nearby regions.",592
What pest is being discussed in this report?,pests,general,sub_humid,doc_pes_023,"The report discusses the fall armyworm, *Spodoptera frugiperda*, a major pest of corn and other crops.",593
How can I use satellite data to monitor fall armyworm damage on my maize crop?,pests,maize,semi_arid,doc_pes_024,Use the Sentinel-2-based monitoring algorithm that analyzes first-derivative NDVI time series via Google Earth Engine to detect FAW activity during the vegetative growth stage.,594
How can conservation agriculture help my maize yield in the sub-humid zone?,soil_health,maize,sub_humid,doc_soi_025,"Conservation agriculture boosts maize yield in 2-5 seasons and can give 25-45 days labour savings with labour-saving planting and weed control, especially benefiting women.",595
What farming practices can help my crops stay productive if the weather gets hotter and wetter in the future?,climate_adaptation,general,sub_humid,doc_cli_174,"Using improved seed varieties, applying more nitrogen fertilizer, and adding supplementary irrigation can boost crop resilience to future climate shocks.",596
Can enset root mealybugs damage banana plants in my garden?,crop_diseases,general,highland,doc_dis_202,"Yes, enset root mealybugs have been observed on banana mats, indicating that banana (Musa spp.) can be a host.",597
What was the purpose of the study mentioned in the excerpt?,livestock,general,"highland, sub_humid",doc_liv_143,"The study examined how replacing concentrate mix with various levels of Erythrina brucei (korch) leaves affected nutrient intake, digestibility, and body weight gain of Bonga sheep that were fed a basal diet of Pennisetum glaucifolium (desho grass).",598
Which tree species gives the best improvement in soil quality and crop yield when combined with fertilizer in semi-arid Niger?,fertiliser,general,semi_arid,doc_fer_092,Faidherbia albida gives the best improvement in soil quality and crop yield under all tested fertilizer microdosing levels.,599
How can I revive paals to harvest rainwater for my livestock?,water_management,livestock,semi_arid,doc_wat_048,"Local communities in Alwar, Rajasthan have successfully revived paals for rainwater harvesting, showing it is a low-cost, environmentally acceptable solution that can be replicated in similar semi-arid areas.",600
Does Ethiopia's new water policy say anything about how water should be valued for small farmers?,water_management,general,highland,doc_wat_049,"Yes, it recognizes multiple water values and up-to-date options to benefit irrigators, domestic users, and industry.",601
How does the accumulation of litter from annual grasses affect the risk of fires in highland rangelands?,livestock,livestock,"highland, semi_arid",doc_liv_146,"The buildup of litter from annual grasses promotes a grass-fire cycle, increasing the likelihood of fires that threaten biodiversity.",602
How did removing user fees in Kenya affect the money that health facilities receive?,general,general,semi_arid,doc_gen_245,The removal of user fees has reduced the funds at the facility level and the involvement of health facility committees.,603
What is SACRED-Africa doing to help with maize-legume inter-cropping?,general,maize,sub_humid,doc_gen_247,It is extending its work to improve maize-legume inter-cropping in ways that can be quickly adopted by farmers.,604
What are the main obstacles that prevent Kenyan livestock farmers from receiving climate advisories?,climate_adaptation,livestock,semi_arid,doc_cli_177,"Many lack digital literacy (about 30%) and rely on trusted local sources like radio or community elders, not just official agencies.",605
Why should I grow maize landraces instead of only improved varieties?,general,maize,sub_humid,doc_gen_248,"Landrace maize contains unique genetic diversity that helps it adapt to unpredictable climate, supporting food security in sub-Saharan Africa.",606
How many additional farmers will be targeted in the highland regions for the gender-responsive food production program?,post_harvest,livestock,highland,doc_pos_033,"The program plans to target over 100,000 additional men and women farmers in the highland regions.",607
What kinds of improved technologies and innovations will the project promote for livestock?,livestock,livestock,"highland, sub_humid",doc_liv_149,The project promotes improved technologies and innovations that develop high-value livestock value chains.,608
Which sorghum lines are most tolerant to midge damage?,general,sorghum,semi_arid,doc_gen_251,"The study found seven lines tolerant to midge: Kouria, PR3009B, ICSB176003, Fambe B, Lata/Grin-9-14-1-1, ICSB176008, and 12B.",609
How can I improve my pig prices and genetics through community artificial insemination?,livestock,livestock,sub_humid,doc_liv_151,"Join a community-based artificial insemination program where pig producers are trained on breeds, breeding and insemination, synchronizing pigs for group insemination to produce larger, healthier piglet cohorts.",610
How can farmer cooperatives help me get access to inoculant technologies?,fertiliser,general,highland,doc_fer_094,"Farmers' Cooperative Unions are used as business entities and effective means to reach more farmers in the partnership programs, improving inoculant access.",611
How much does each IoT rain gauge cost?,climate_adaptation,general,semi_arid,doc_cli_179,Each gauge is targeted to be manufactured at about $50 per unit.,612
How is the availability of local seed varieties affected by modern farming practices in South Africa?,climate_adaptation,general,semi_arid,doc_cli_180,"Commercial varieties replace older local varieties, making the older varieties increasingly scarce in many communities.",613
How common is antibiotic resistance in camels in this area?,livestock,general,semi_arid,doc_liv_152,"About 12.4% of camels carry resistant E. coli, and most of those (≈85%) are multidrug resistant.",614
How can we form farmer research groups to help us get new technologies for our livestock?,livestock,livestock,highland,doc_liv_153,"Form farmer research groups, use participatory tools, and join innovation platforms to identify and adopt appropriate technologies.",615
What is the main goal of Madagascar's land reform since 2005?,general,general,highland,doc_gen_253,The main goal is to modernise land administration and decentralise land management to the Communes.,616
How can I access climate information services in my area?,climate_adaptation,general,semi_arid,doc_cli_181,"300,000 farming and agro-pastoralist households in the project zone are accessing climate information services (CIS) and climate-smart agriculture (CSA) technologies and practices.",617
How can I reduce seed degeneration in my cassava crop?,crop_diseases,cassava,sub_humid,doc_dis_214,Focus on disease and pest management and surveillance in priority areas identified by the study.,618
How can I join a union to help grow my egg production and benefit from the rising local demand?,livestock,general,sub_humid,doc_liv_155,"Join a local farmer union; this will group stakeholders, increase market access, and help you tap the growing local egg demand and the import ban on cooled eggs.",619
How can I help increase agricultural productivity in the Meheba area?,general,general,sub_humid,doc_gen_254,"Participate in the 1,700 detailed surveys that are part of the Meheba LAP to share information about your farming practices; this data will guide future development strategies that aim to boost local agricultural productivity.",620
How can I get information about diseases that harm my livestock using the iCow platform?,crop_diseases,livestock,highland,doc_dis_216,"By placing a request on iCow, a basic-phone mobile app, you can receive information on zoonotic diseases that impair livestock production.",621
Which groundnut varieties are recommended for high rosette pressure areas in highland zones?,general,groundnuts,highland,doc_gen_255,"ICG 12991 and ICG 12988, which out-yielded JL 24 when rosette pressure was high.",622
What can help women increase their participation in livestock activities in highland Guatemala?,livestock,general,highland,doc_liv_158,"Access to credit, land, and livestock ownership can empower women and improve their income and food security.",623
How does seed certification affect maize yield for small farmers in highland Nigeria?,general,maize,highland,doc_gen_258,"The study examines whether certified seeds improve maize productivity, but specific yield gains are not detailed in the excerpt.",624
How can I control Xanthomonas wilt on my banana plantation?,crop_diseases,general,sub_humid,doc_dis_219,"Cut the diseased banana stem while leaving the banana mat intact (Single Diseased Stem Removal); it's low-cost, easy, and boosts production value.",625
How can I report a livestock disease using the mobile phone system described?,crop_diseases,livestock,semi_arid,doc_dis_220,"Field veterinarians and other agents use smartphones with electronic reporting forms (ODK-Collect) to input data, which is posted to the online server daily or immediately for analysis.",626
What can I learn from the survey data about feeding and forage practices for my livestock?,livestock,livestock,highland,doc_liv_160,The survey data includes a feeding and forage module that can help you see how households in the region manage livestock feed and forage.,627
What does the WorldFish Center do for smallholder farmers in West Africa?,water_management,general,sub_humid,doc_wat_052,"It conducts research on rice-fish systems, which are essential parts of integrated agriculture-aquaculture (IAA).",628
How does being impatient affect a smallholder's likelihood of adopting conservation agriculture practices?,climate_adaptation,general,sub_humid,doc_cli_183,Impatience is linked to a lower chance of adopting conservation agriculture methods such as combined minimum-till.,629
What was the average calf mortality rate from birth to weaning in the studied dairy farms?,crop_diseases,livestock,highland,doc_dis_221,The average calf mortality rate was 18.5% from birth to weaning.,630
Why are fertilizer subsidies unevenly distributed?,fertiliser,maize,sub_humid,doc_fer_095,The excerpt states that the benefits of national and donor-led subsidy interventions are unevenly distributed.,631
How can I grow beans better on soils that are low in phosphorus?,fertiliser,beans,highland,doc_fer_096,Look for and plant bean varieties that are adapted to low phosphorus availability; these genotypes tend to grow better and take up more phosphorus.,632
Which locally available cereals and legumes should I grow to improve the nutrition of children aged 6-23 months?,post_harvest,general,semi_arid,doc_pos_034,"Grow locally available cereals and legumes, as recommended for improving complementary feeding practices.",633
How can I use small-scale irrigation to improve the amount and quality of fodder for my livestock in highland areas?,fertiliser,livestock,highland,doc_fer_097,"Small-scale irrigation can help grow Napier grass or mixed vetch and oats, which are good livestock feed, by providing reliable water for these crops and increasing their quantity and nutritional quality.",634
"Will the 150-day tariff suspension on wheat, husked rice, maize, and cowpea lower the prices that Nigerian farmers have to pay for these commodities?",general,general,sub_humid,doc_gen_260,The government intends the suspension to reduce the high prices Nigerians face for these key staples.,635
What range of days does finger millet usually take to flower in East African varieties?,general,general,sub_humid,doc_gen_261,Finger millet flowering time ranges from 50 to 120 days.,636
How can a disordered supply chain affect the dairy market in Malawi?,general,general,highland,doc_gen_262,"A supply chain in disarray can cause food production deficiencies and/or high prices, acting as a barrier to growth and food security.",637
Is there variation in iron content among different sorghum lines?,fertiliser,sorghum,sub_humid,doc_fer_101,"Yes, significant variation was detected for iron and zinc contents among the tested sorghum genotypes.",638
What alternative livestock management methods is ILRI testing in the semi-arid region of Fakara?,livestock,livestock,semi_arid,doc_liv_165,"ILRI is performing preliminary tests of alternative management in Fakara, the semi-arid agro-ecosystem in western Niger.",639
How does fall armyworm affect my maize yield and sales?,pests,maize,sub_humid,doc_pes_026,"Fall armyworm reduces maize yield and sales, but does not affect how much we eat.",640
How does Kenya use the Medium Term Expenditure Framework (MTEF) in the health sector?,general,general,highland,doc_gen_038,"Kenya adopted the MTEF in the early 2000s and, in 2005, the Ministry of Health introduced the Annual Operational Plan process to adapt the MTEF for the health sector, aligning policy, planning, and budgeting.",641
How can we better coordinate and implement multisectoral nutrition plans in our region?,general,general,semi_arid,doc_gen_044,"Focus on real-time decision-making by documenting the experiences of policymakers, nutrition leaders, program managers, and implementers, and systematically assess drivers of change to guide implementation in dynamic country contexts.",642
When was the preliminary yield trial for cassava biofortification carried out?,crop_diseases,cassava,sub_humid,doc_dis_090,It was conducted during the 2015/2016 breeding season.,643
How does internal human capital affect innovation in small farming enterprises?,general,general,sub_humid,doc_gen_114,"Internal human capital-skills, abilities, and knowledge of employees-can be a key source for innovation within firms.",644
Where can I find the standard operating procedure for mass rearing of pests on maize?,pests,maize,sub_humid,doc_pes_017,"The SOP is titled ""SOP # IITA-ENTLAB-SOP01"" and can be accessed from the IITA website or the IITA-ENTLAB SOP repository.",645
Which diseases commonly affect chickpeas?,crop_diseases,general,"highland, semi_arid, sub_humid",doc_dis_130,Fusarium oxysporum and Ascochyta rabiei.,646
Where can I find poverty and food security maps for my area?,general,general,sub_humid,doc_gen_171,"The project offers poverty and food security maps, data sets, and a browse graphic showing key maps that you can access.",647
How many new cases of Buruli ulcer were recorded in Akonolinga from 2002 to 2012?,general,general,sub_humid,doc_gen_184,787 new Buruli ulcer cases were recorded in the district during that period.,648
Why is studying top-soil microbiomes important for farms in semi-arid areas?,crop_diseases,general,semi_arid,doc_dis_167,"They provide key ecosystem services and hold high biodiversity, especially in arid regions like sub-Saharan Africa.",649
"How many different cassava mosaic virus species cause CMD in Madagascar, and which ones are most common?",crop_diseases,cassava,sub_humid,doc_dis_177,"CMD is caused by at least six African cassava mosaic geminivirus species, and four of those are most prevalent in Madagascar.",650
Why don't farmers cut down the two medium-sized locust bean trees when clearing fields in northern Nigeria?,livestock,beans,semi_arid,doc_liv_120,"Because these locust bean trees, Parkia clappertonia and Parkia filicoidea, are never cut down.",651
Which cassava varieties from the 15 clones tested in Akure showed disease resistance against CMD?,crop_diseases,cassava,sub_humid,doc_dis_182,"The trial identified several of the 15 clones with good resistance to CMD, but the specific resistant varieties are listed only in the full report; this excerpt does not name them.",652
Did the study find that the bees' wing shape matched their genetic differences?,general,general,sub_humid,doc_gen_216,The study was set to evaluate whether morphological variability coincides with neutral genetic variability.,653
Which ministries and agencies were assessed in the report?,general,general,sub_humid,doc_gen_219,"The report assessed the Ministry of Water and Environment (MWE), the National Forestry Authority (NFA), the Ministry of Agriculture, Animal Industry and Fisheries (MAAIF) and the National Agricultural Advisory Services (NAADS).",654
What shrub densities were used in the sorghum experiment?,fertiliser,sorghum,semi_arid,doc_fer_081,"0, 488, 976, and 1953 shrubs per hectare.",655
What is the purpose of the Country Opinion Survey in Niger?,general,general,semi_arid,doc_gen_230,"It helps the World Bank Group learn how stakeholders in Niger view the general environment, their attitudes toward the WBG, impressions of its work and communication, and how they see the WBG's future role.",656
At what age do goats usually give birth for the first time in Kabri Dehar and Sheygosh?,crop_diseases,livestock,highland,doc_dis_190,Goats in these districts typically have their first kidding at about 13.9 months.,657
"What does the code ""b09 = 1"" mean in this data?",general,general,highland,doc_gen_231,It indicates the person's occupation is a farmer (crops).,658
What is the main focus of the project for smallholder farmers in the highland areas?,water_management,general,highland,doc_wat_045,"The project aims to improve the competitiveness, sustainability and equity of value chains for selected high-value livestock and irrigated crop commodities in target areas of four Ethiopian regions.",659
Who is PABRA and what does it do?,post_harvest,general,sub_humid,doc_pos_032,"PABRA is a consortium of three regional bean networks (ECABREN, SABRN, WECABREN) that includes national agricultural research systems, public and private sector bean value-chain actors, and partners from Bioversity International and CIAT, and it aims to improve bean productivity, use, and commercialization for smallholder farmers and urban populations.",660
What did the uniform yield trial in Warri in 1999/2000 study about cassava?,crop_diseases,cassava,sub_humid,doc_dis_010,It assessed 24 cassava clones for their ability to resist multiple pests.,661
How many cassava clones were evaluated in the study?,crop_diseases,cassava,sub_humid,doc_dis_017,231 clones were evaluated.,662
How does insect activity affect the spread of banana Xanthomonas wilt in highland areas?,crop_diseases,livestock,highland,doc_dis_084,Insects are a major mode of spreading Xanthomonas wilt; high insect activity is blamed for the high incidence of the disease in banana landscapes.,663
How does the Girinka program help improve my household's nutrition and food security?,soil_health,livestock,highland,doc_soi_017,The Girinka program has been shown to improve child nutritional status and increase household food security.,664
How many sheep were used in the grazing experiment on the arid rangeland?,livestock,livestock,semi_arid,doc_liv_102,A flock of 150 sheep was allowed to graze the area.,665
Why is tractor adoption low in my area?,fertiliser,general,"highland, semi_arid",doc_fer_065,The excerpt states that demand-side factors largely explain the low adoption of tractors in Nigeria.,666
How can intercropping sorghum with cowpea help my farm in semi-arid West Africa?,fertiliser,sorghum,semi_arid,doc_fer_082,"Intercropping sorghum and cowpea is a key entry point for sustainable intensification, helping farms cope with variable rainfall and improve both agronomic and environmental performance.",667
How can I share ideas or ask questions about my farm on Spore?,general,general,sub_humid,doc_gen_228,Use the new section in Spore that lets readers and subscribers exchange ideas and ask questions.,668
What are the costs for families and individuals when livestock diseases occur?,crop_diseases,livestock,highland,doc_dis_189,"Families face increased poverty, reduced income and productivity, health costs, and reduced food security.",669
Which organization works with partners to help poor farmers keep their animals alive and productive?,fertiliser,livestock,semi_arid,doc_fer_088,The International Livestock Research Institute (ILRI).,670
What does the Country Opinion Survey in Nigeria measure for the World Bank Group?,general,general,sub_humid,doc_gen_246,"It gathers feedback on Nigeria's general environment, attitudes toward the WBG, impressions of its effectiveness, knowledge work, activities, communication, and future role.",671
What crops has ICARDA improved in Sub-Saharan Africa?,crop_diseases,general,highland,doc_dis_207,"ICARDA has improved barley, lentil, faba bean, chickpea and has done some work on field pea.",672
What kinds of information are usually collected in informal business surveys like the one conducted in Cape Verde?,general,general,semi_arid,doc_gen_249,"They gather general business details, infrastructure and services, sales and supplies, finance sources, business-government relations, assets, health issues, bribery, workforce composition, training, registration obstacles, reasons for not registering, and possible benefits of registration.",673
What was the purpose of the African Network on Rural Poultry Development?,livestock,livestock,sub_humid,doc_liv_150,It was created to consolidate existing knowledge and coordinate development in rural poultry production.,674
How many households have been reached by the OFSP project in Rwanda?,crop_diseases,livestock,sub_humid,doc_dis_215,"The project has directly reached over 125,000 households.",675
What kind of rainfall pattern does the Upper West Region of Ghana have?,water_management,livestock,sub_humid,doc_wat_051,"The region receives a uni-modal rainfall pattern, occurring mainly from April to September, but it is variable and unpredictable.",676
Why is value addition a priority for staple food crops in Uganda?,post_harvest,general,sub_humid,doc_pos_035,"Because staple foods dominate household food spending, and improving value chains supports economic growth, poverty reduction, and better access to food for families.",677
How much pest damage on average was found on cocoa pods in the study?,pests,beans,sub_humid,doc_pes_025,"Insect pest damage on pods averaged 2.3 ± 0.8, 2.2 ± 1.0, and 3.0 ± (missing value) per the study.",678
What future scenarios for East Africa have been identified that could influence food security and climate change vulnerability?,climate_adaptation,general,sub_humid,doc_cli_184,The briefing outlines four scenarios that examine how political and economic integration versus increasing fragmentation could affect food security and environmental change in East Africa.,679
How can community conversation help with livestock health management?,livestock,livestock,highland,doc_liv_166,"Community conversation uses visual aids, role plays and storytelling to start dialogues that address gender inequalities in livestock health, reducing risks of exposure to diseases.",680
How can I lift water for irrigation without electricity or diesel?,water_management,general,highland,doc_wat_053,"Use solar energy-based pumps, which are a viable alternative for small-scale irrigation where electricity is scarce and diesel fuel is too expensive.",681
Does improving my education level help my farm produce more milk?,livestock,livestock,highland,doc_liv_167,"Yes, the study found that education is linked to higher production efficiency for milk-producing smallholder farms.",682
How does changing land use affect the amount of water we can get from my farm in the highland region?,water_management,general,highland,doc_wat_054,"Studies mainly look at how land use changes water yield, but detailed knowledge on the underlying hydrological processes and water quality is still limited.",683
What kinds of landforms can be identified in my area using the automatic mapping method described?,general,general,sub_humid,doc_gen_269,The method produces an automatic map of 12 distinct landform types across large continental areas.,684
How can I lower my transport and handling costs when selling my livestock?,livestock,livestock,sub_humid,doc_liv_169,"Reduce costs by using cheaper trucks and spares, cut official taxes (including fuel tax), and avoid illegal taxes along trade routes.",685
How can I use non-crop habitats to reduce the pearl millet head miner in my fields?,pests,general,semi_arid,doc_pes_027,"Plant semi-natural habitats around fields to encourage natural enemies, but be aware they may also provide resources for the pest, so balance habitat type and proximity to fields.",686
What adapted seed varieties does AMEDD recommend for my semi-arid farm?,climate_adaptation,general,semi_arid,doc_cli_185,AMEDD works with local farmers to disseminate adapted seed varieties suitable for their climate.,687
What is flood recession agriculture (FRA) and how can it help my groundnut farm?,water_management,groundnuts,semi_arid,doc_wat_055,"FRA is an agricultural practice that uses the residual soil moisture and nutrients left by receding flood water, allowing farmers to grow crops beyond the short rainy season and extend production into the dry season.",688
What does the International Livestock Research Institute (ILRI) focus on?,livestock,general,"highland, semi_arid",doc_liv_170,"ILRI works to improve food and nutritional security and reduce poverty in developing countries through research for efficient, safe and sustainable use of livestock.",689
What are the main gaps in water and agriculture implementation that affect smallholders in the highland Nile Basin?,water_management,livestock,highland,doc_wat_056,"Grassroots implementation lacks proper integration of water and agriculture, overemphasis on blue over green water, and a limited understanding of individual farmer circumstances.",690
How can I tell if my livestock might be at risk for Rift Valley fever this rainy season?,crop_diseases,livestock,semi_arid,doc_dis_226,"There is no reliable climate-based warning yet; the dynamic risk model uses 30-year data on rainfall, temperature, humidity, NDVI and sea-surface temperature but cannot give a lead-time warning.",691
How can I involve both women and men in watching for and reporting sick sheep or goats on my farm?,livestock,livestock,highland,doc_liv_171,"Work with local female and male model farmers to train them in disease diagnosis and management, then use their combined knowledge for continuous disease surveillance and reporting.",692
How can I check if my cows have the right parents in my smallholding?,livestock,livestock,highland,doc_liv_172,Use molecular techniques for parentage verification to correct pedigree errors.,693
How can I prevent soil erosion and improve fertility when planting cassava?,soil_health,general,sub_humid,doc_soi_029,"Plant cassava in better-conditioned soil, use improved cultural practices such as proper planting time, weed control, and appropriate fertilization to avoid soil resource deterioration.",694
Why does my livestock lose so much output and emit more greenhouse gases?,livestock,livestock,sub_humid,doc_liv_174,"Because 50% of livestock outputs are lost to disease and animal disease increases GHG emissions, doubling the impact of livestock production.",695
How do supply and demand shocks in poultry production affect my overall household income?,livestock,general,sub_humid,doc_liv_175,They have a limited effect because poultry makes up a small part of total household income; shocks mainly influence maize and other crop earnings and labor income linked to the poultry supply chain.,696
When was the advanced yield trial for cassava conducted in Namulonge?,crop_diseases,cassava,sub_humid,doc_dis_230,It took place during the 2016-2017 breeding season.,697
What methods were used in the study to detect *Coxiella burnetii* DNA in ticks?,livestock,livestock,semi_arid,doc_liv_177,The study compared a conventional PCR (cPCR) with two field-friendly molecular techniques for detecting *C. burnetii* DNA in ticks.,698
Can I use remote-sensing data to estimate my maize yield accurately?,climate_adaptation,maize,sub_humid,doc_cli_187,"Remote sensing can help estimate yields, but large-scale, immediate estimates are still limited; the study shows promise but does not yet provide a ready-to-use farmer tool.",699
How many households were selected for the RVF study in 2021?,crop_diseases,livestock,semi_arid,doc_dis_231,75 households were selected for the study.,700
What is a simple way to combine maize and legumes in my farm to improve yields?,general,general,sub_humid,doc_gen_272,"Try a one-year maize-legume rotation or strip-cropping, using improved seeds for both crops.",701
Which banana variety is resistant to Xanthomonas wilt?,crop_diseases,general,sub_humid,doc_dis_232,"Only the wild-type progenitor, Musa balbisiana, is resistant to BXW.",702
How can I improve my carp polyculture to get more income?,climate_adaptation,general,sub_humid,doc_cli_188,"Work with local service providers and private actors to adopt knowledge and technologies for carp polyculture, including micronutrient-rich small local fish, and seek better quality seed and services through these partnerships.",703
How many households in Zimbabwe use planting basins for small plots?,livestock,general,"semi_arid, sub_humid",doc_liv_179,About one hundred thousand households in Zimbabwe use planting basins on small plots (<0.5 ha).,704
What are the two pathways identified that help farmers diversify their systems?,climate_adaptation,general,sub_humid,doc_cli_189,The two pathways are the network pathway and the institutional pathway.,705
How many households would benefit from tree-planting restoration in the prioritized landscapes?,general,general,highland,doc_gen_274,The approach quantifies the expected impacts of restoration in terms of the number of households that would be reached by interventions.,706
What coping behaviours do farmers in these villages use to deal with drought?,climate_adaptation,general,sub_humid,doc_cli_190,"They use a mix of positive and negative coping strategies, such as diversifying income, reducing consumption, and using informal savings, though the specific actions were not listed in the excerpt.",707
What is conservation agriculture and how can it help my maize farm?,soil_health,maize,sub_humid,doc_soi_030,"Conservation agriculture reduces climate impact, lowers work effort, and boosts productivity, especially for smallholders in poor or challenging environments.",708
When and where was the Workshop on the Sahel Region held?,general,general,semi_arid,doc_gen_275,"It was held from 12-14 March 2019 at IITA Headquarters, Ibadan, Nigeria.",709
How can I supply high-iron and high-zinc beans for my local school feeding programme?,general,beans,highland,doc_gen_277,"Contact the Alliance Bioversity International and CIAT at P.O. Box 6247 Kampala, Uganda (email: ciat-u). They provide bi-fortified beans suitable for school programmes.",710
Which fungal species were studied for controlling the banana aphid?,pests,general,"highland, sub_humid",doc_pes_028,Beauveria bassiana and Metarhizium anisopliae.,711
Should I use concentrates for my dairy cattle to improve productivity?,livestock,livestock,highland,doc_liv_182,"In high-market quality sites, farmers feed more concentrates to dairy cattle, so if your market is high quality, adding concentrates can help boost productivity.",712
What is the typical nitrate level in stream water near my smallholder farm area?,fertiliser,general,highland,doc_fer_107,In the smallholder agriculture subcatchment the average NO3-N concentration was 1.09 ± 0.11 mg N L−1.,713
Where should I record the altitude of my farm in the questionnaire?,general,general,highland,doc_gen_279,Enter the altitude in meters in the field labeled INF.ID.12.,714
How do gender power relations influence farmers' resilience during crises?,general,general,sub_humid,doc_gen_280,"Gender power relations are a key factor shaping how well people cope with crises, including displacement, by affecting economic and social conditions.",715
What is the purpose of the CGIAR Research Program on Livestock?,livestock,livestock,highland,doc_liv_183,"The program provides research-based solutions to help smallholder farmers, pastoralists, and agro-pastoralists transition to sustainable, resilient livelihoods and to productive enterprises that will enable feeding current and future generations.",716
Will contracting with supermarkets help me get a steady income as a smallholder vegetable farmer?,general,general,semi_arid,doc_gen_281,"Studies suggest supermarket contracts can affect farmers' income, but they do not guarantee a specific income level or stability.",717
How can studying past and present herd mobility patterns help improve land management?,livestock,livestock,highland,doc_liv_184,It can improve land management by providing insights into better use of land resources.,718
How can protecting areas with bats help reduce pest damage for my farm?,crop_diseases,general,highland,doc_dis_235,"Bats roosting in protected areas eat many agricultural pests, so nearby farms may see fewer pest attacks and lower crop losses.",719
How can I get involved in biofuel production in this region?,general,general,semi_arid,doc_gen_285,"Join inclusive business models that simplify land acquisition and investment processes, and work with manufacturers who are easing domestic feedstock sourcing requirements.",720
"Which soil depth provides most of the water for trees in a montane forest, and should I focus my irrigation on that depth?",water_management,general,highland,doc_wat_058,"In this study, Drypetes gerrardii drew 75 % of its water from soil shallower than 0.5 m, but overall there was no consistent species-specific or spatiotemporal pattern, so irrigation depth may vary by species.",721
What is LandscapeCPR and how can it help my farm?,general,general,highland,doc_gen_286,"LandscapeCPR is a farm development and asset management model that creates investment opportunities for impact investors while operating fairly and transparently to achieve financial, environmental, and social returns.",722
How many people attended the workshop and how many were women?,climate_adaptation,general,sub_humid,doc_cli_197,"Thirty-six people attended the workshop, including eight women.",723
How does ergot spread in sorghum fields and what causes the quick spread?,crop_diseases,sorghum,semi_arid,doc_dis_238,"Ergot spreads mainly through windborne secondary conidia produced on honeydew from infected plants, causing rapid disease spread.",724
"Why does newly harvested maize have a higher moisture content than maize from the previous harvest, and how does this affect its storage?",post_harvest,maize,sub_humid,doc_pos_037,"New harvest maize is wetter; the extra moisture makes it unsuitable for storage or milling until it is dried, which can reduce moisture by about 20 percent.",725
Which plant species are most invasive in the forests of Grande Comore?,general,general,highland,doc_gen_288,The study does not list specific species; it only identifies that exotic plants are a serious invasion problem.,726
What is the focus of the study mentioned in the excerpt?,livestock,general,sub_humid,doc_liv_187,"The study characterizes livestock feed resources and explores potential ways to enhance dairy productivity in Bwacha, Choma District, Zambia.",727
Does the 2021 study say that climate-smart agriculture in Zambia can help protect forests?,general,general,sub_humid,doc_gen_290,"Yes, the study examines a link between climate-smart agriculture in Zambia and deforestation.",728
Which nutrients are being tested in the potato leaf samples?,fertiliser,general,highland,doc_fer_111,"P, K, Ca, Mg, S, B, Fe, Mn, Zn, Cu, Mo, and Ni.",729
What were the main objectives of the survey conducted with smallholder farmers during the COVID-19 pandemic?,crop_diseases,general,sub_humid,doc_dis_241,The survey aimed to describe how farmers perceive the key effects of COVID-19 and containment measures on livelihoods and food security; the effects on agricultural activities; and the coping strategies households deployed.,730
"What is the main goal of the programme run by the Rome-based UN agencies and the Government of Canada in the DRC, Niger, and Somalia?",general,general,sub_humid,doc_gen_291,"The programme aims to strengthen livelihood resilience by building sustainable food security and resilience to shocks, focusing on improving food availability, productive assets, nutrition, and governance of natural resources.",731
How much investment is needed to boost the dairy sector in Tanzania?,livestock,livestock,highland,doc_liv_188,Nearly USD 101 million is required for the targeted interventions.,732
How can I get reliable agricultural information given the challenges of inclusion and affordability?,general,general,sub_humid,doc_gen_292,"Extension services use computers, phones, and radio to reach more farmers, but you may still face limits in access and cost.",733
"If I increase the amount of fertilizer I use, how much can my crop output improve?",fertiliser,general,semi_arid,doc_fer_113,Using more fertilizer can raise output by about 29%.,734
Why is aflatoxin a big problem for crops in tropical areas?,crop_diseases,general,sub_humid,doc_dis_243,"Aflatoxin, produced mainly by Aspergillus flavus, threatens food safety and security, reduces income, and triggers trade restrictions, especially in tropical and sub-tropical regions where maize, groundnut, and sorghum are common.",735
Should I keep my black-coated Menz sheep for breeding or sell them?,livestock,livestock,highland,doc_liv_190,"Black-coated sires are usually culled because of consumer preference, even though they have good breeding values, so it's best to use white-coated sheep for breeding in community-based programs.",736
